score,review
10,석구의 삶의 변화가 참 안타깝고 울림있게 다가왔습니다. 김대명씨의 연기도 8살꼬마아이와 겹쳐보이면서 감명깊게 봤고 주변의 친구를 잃지 않으려는 석구와 왜곡된 사실을 믿어버린 주변사람들의 떠나는 모습도 참 마음이 아팠...
10,여운이 깊게 남는 영화였습니다
10,마음 짠하게 울먹임이 발동...눈시울이 붉어지게도 하고 반성도 하게 했네요~이 감독님 좀 난해하면서도 울림을 주는 스타일 같습니다.
10,먹먹한 가슴으로 본 영화
8,보이는게 전부가 아니다.경험하지 않음에  경솔함은  부덕이다.
10,세번째 보고 나서도 영화 끝난 후 일어설수가 없었네요...금년도 최고의 한국영화..
10,김대명 배우의 연기가 보고 싶어서 선택했는데 탁월한 선택이었어요~~
10,"그냥... 일단 배우님들 모두 연기를 찰떡 같이 하셔서 몰입이 잘 되었고, 각 입장들이 너무 현실감 넘쳐서 씁쓸하기도 하고... 어딘가에서 아마 일어나고 있을수도 있는 ㅠ... 역시 그래도 김대명 배우님의 연기가 너..."
10,"배우들 연기는 진짜 말할것도 없고, 너무 예쁜 영상들 속에서 가슴아픈 이야기들이 펼쳐지니까 그게 더 가슴이 아픈거같았습니다. 그래도 끝나고 생각할 거리도 많아지는거 같고 이런영화가 많이 졌으면 좋겠네요~"
10,사회적 약자와 편견에 대해 묵직하고 담담한 스토리가 감동으로 와 닿습니다. 생각하고 돌아보게 하는 영화네요..
10,"자려고 누웠는데 계속 석구 생각이 나서 평점 남기러 왔습니당,, 자칫하면 답답하게 느껴질 수 있던 주제를 적절한 연출과 연기로 선을 지키면서 감동까지 챙긴 영화인 것 같아요. 영화의 전반적인 스토리를 이끌어가는 ..."
10,
10,가슴이 먹먹하구 주인공 김대명씨 표정연기가 너무 슬프고 잘하네요 너무잘봤어요 눈물이 ㅠ
10,과연 누구를 욕할 수 있을까? 영화가 끝나면 먹먹함과 함께 자신을 되돌아보게 된다. 배우들의 섬세한 연기가 우리들의 마음을 쥐었다폈다 한다.
10,내 주위에 석구 같은 사람이 분명 있을듯ㅜㅜ감동 그 자체ㅠㅠ
10,석구와 은지 때문에 눈물 콧물 ㅠㅠ석구의 마음이...아... 왜이리 아픈지...배경 넘 예뻐요♡ 조연분들 연기에 빨려들어갈뻔~ 완죤 화도나고 속상하고 .. 좋은 영화 만들어주셔성 감사합니다~
10,근래 본 영화중에 가장 여운이 남습니다.... 우리 모두가 장애인에 대한 편견과 처우에 대해 생각하기에 결말도 적절한거같네요 .. 석구야 꼭 행복해야해ㅠㅠ
10,정말 영화 보는 내내 가슴 답답하고 울컥했네요..너무나 우리의 현실을 잘 담고 있는 거 같아 마음 아팠습니다...김대명 배우님 연기 하나하나 너무 잘 봤어요!! 대사가 많이 없는 캐릭터의 감정을 섬세하게 너무 잘 표...
10,믿고보는 김대명님 연기 굳굳
10,한국 영화계에 김대명 배우가 있다는게 뿌듯하고 든든합니다. 이 계절에 잘어울리는 영화임이 틀림없습니다. 석구가 끝까지 울지않아서 너무 좋았습니다!
10,많은 생각을 하게하는 영화였다 특히 친구들간의  믿음이 나는 얼마나 내친구를 읻고있는지 다시한번 생각 해봤다
10,아늠다운 풍광과 독특한 카메라 뷰가 인상적이다. 배우들의 연기는 더할나위없고 그만큼  감정을 같이하게 했다. 작년이나 제작년 개봉 되었더라면 하는 아쉬움이 크다...
10,상업영화에 밀려 수작들이 개봉도 못하고 지리멸렬 잊혀지는 것이 안타까웠었는데. . . 감동이 잊혀지기 전에 평점을 주고 댓글을 남겨본다.싫건 좋건 한국영화가 개봉하면 무조건 챙겨본다.(요건 나의 열정^^)이미 수많은...
10,"이번 영화는 사회에서 '장애인'에 대한 편견을 그대로 보여준 것이다. 누구도 그날의 석구에게 진심으로 묻지를 않는다. 모두가 '사실'이다라고 단정을 지어버렸다. 사회적 약자가 겪는 아픔,..."
10,폰조 같은 개노잼 보지말고 이거보세요 둘다 봤는데 이 영화가 더 재밌습니다      돌멩이>폰조
10,묵직한 감동... 냉정한 연출... 강추입니다...
8,개 돼지들의 놀이터인 평점란이 사라져야한다. 한국영화를 응원해도 시원찮을 판에 루저들이 아무 생각없이 예술을 까는구나.. 자신의 인생도 모르는 이들이. 뭘 안다고.
9,영화적 카타르시스를 원한다면 비추.. 하지만 사실은 이렇다는 것.. 너무도 사실적이기에 고통스럽기까지 하네
10,"방금 영화보고 나왔습니다. 단언컨대 김정식 감독의 [돌멩이]는 지난 몇년 동안 극장에서 본 영화 중에 최고라고 말할 수 있는 영화입니다. 단 한장면도 놓칠 수 없는 영화입니다. 아름다운 시골풍경, 지적장애아 석구와 ..."
8,배우들의 연기에비해 스토리나 연출력이 부족해보여서 아쉬웠습니다 그래도 선한 영향력이.될수있기를 바램합니다장애를가진 또다른 우리에게 선입견없는 시선과 마음로 보듬어줄수있기를 소망합니다석구의 마지막 눈빛이 많이 기억에남...
10,"석구야.. 옹졸하게.. 믿지못했던거 미안해...눈 앞에 보인다고 그걸 진실이라 믿어버리고, 인간에 대한 어떤 믿음도 관심도 없이 너무도 쉽게 다수의 편에 서서 판단해버렸던 내 자신을 반성합니다.. ㅜㅜ"
10,부산영화제에서 보고나서 느낀 감동이 생생해서 기다리던 개봉에 맞춰 다시 봤네요...뻔히 아는 내용 다시 보는건데도 첫번째 보다 더 눈물이 나더군요. 탄탄한 스토리에 아름다운 영상미에...배우들의 연기는 정말 압권입니...
10,먹먹함에 여운이 있는 영화ㅠㅠ 문득문득 석구가 생각나게 만드는 영화입니다
10,원작이 있는줄도 후기 쓰려다 알게됐네요. 그냥 세 배우님이 너무 연기를 잘하시기도 하고 각자 캐릭터들의 마음이 너무 잘 이해가 가서 마냥 누굴 미워할 수 없다는게 참....여러가지 생각이 드는 영화였습니다. 개인적으...
10,"이런게 영화다.눈물이 나도모르게 흐르고 있고,마자막 석구의 장면에 영화가 끝났음에도 일어날수가 없다."
10,석구야... 신부님도 믿어주지못한 석구.. 석구는  어디로...
10,"준비없이 나는 눈물이 당황스러웠지만, 보는 내내 심장을 졸이는 몰입도가 있었어요. 영화가 끝났지만 일어설 수 없던 그 무엇.."
10,울고 나왔네요 가을과 딱맞는 영화ㅠㅠ정말..ㅠㅠ소중한사람과 보세요선물같은 영화...
8,김대명이 다했다 석형쌤 최고
9,"생각할 거리를 던져주는 영화인 것 같아요. 그게 어찌보면 좀 답답하고 찝찝한 기분으로 다가올 수 있지만, 오랜만에 혼자 이런 저런 생각하며 스스로를 돌아볼 수 있는 좋은 시간이었던 것 같아요."
10,배우들이 연기를 너무 잘해서 몰입도 100프로장애인에대한 편견과 의식등을 다시금 생각하게되고 주변을 돌아보게된 영화
10,보면서 계속 울었습니다 석구의 친구가 되어주고 싶네요 한번만 꽉 안아주고싶어요... 김대명씨의 연기는 역시 좋습니다 믿고 보는 배우입니다
10,영화에서 주는 감동이 아직까지도 남아있는 것 같네요... 최근 본 한국영화 중 가장 의미있고 재밌었습니다.
10,요즘 볼 영화 없어서 고민하던중  우연히 리뷰보고돌멩이를 봤는데 진짜 기대 하나도 안하고 봤는데 기대 이상으로 너무 감동적이게 봤던 영화 같네요 '!!!
10,솔직히 별로 기대안했는데 두시간이 그냥지나갔음ㅋㅋ연기력갑
9,"무심코 김대명을 보기위해 선택해서 봤는데, 감정이입이 너무 되어버렸습니다...이놈의 마녀사냥..."
10,가슴이 먹먹해지고 생각이 많아지는 영화
10,영화를 볼때보다 보고 나서의 여운이 더 큰거 같다.배우들의 연기가 더 이 영화를 실제처럼 느껴지게끔 했다.
10,연출이 빛나네요. 신뢰에 편견에 대해 깊이 있게 생각해 볼 수 있게 만드는 영화네요...
10,
10,"갑작스레 송두리째 변해버린 석구의 삶이 너무 안타깝고, 친구들의 시선이 차가워졌을 때, 은지마저 석구를 외면할 때는 정말 엉엉 울었어요. 어디서든 눈에 띄지 않겠지만 주변에서도 일어날 수 있는 일이라고 생각하고, 자..."
8,마무리가 너무 아쉽다는 것을 제외하면 이상하게 눈물이 나지 않을 것같은 영화였는데 눈물이 났습니다. 전체적으로 괜찮았습니다. 내용을 보면서 신부님에게 많이 공감이 되었던 영화였습니다. 또 석구를 떠나게 하기 위해서 ...
9,가을과 너무 잘 어울리는 영화더군요  김대명 배우님 연기도 빼어났고 김정식 감독님 연출도 매우 좋았어요.  석구 생각만 하면 아직도 가슴이 먹먹해요
10,생각할거리가 참 많았던 영화였네요..좋은 배우들의 탄탄한 연기실력덕에 처음부터 끝까지 몰입해서 볼 수 있었습니다.주제 또한 특히 요즘 같은 시대에 다함께 고민해 볼 수 있는것이 아닌가 싶어요~!좋은 영화 감사합니다!...
10,"영화가 끝나자, 모두가 쿠키영상을 기대하고 앉아 있었다.너무 감동적이고, 송윤아, 김대명의 연기에 감탄하게 되었네요."
10,마스카라는 워터프루프로 하고 가세요.보는 내내 눈물 훔치느라 고생했네요ㅠㅠ너무 슬프고 많은 뜻이 담겨있는 영화였어요.
10,모처럼 가슴 따뜻한 영화를 보게 되어 감사합니다
10,조금 떨어지는 설득력이 아쉽지만 다시한번 편견의 함정에 빠진 우리들의 모습을 돌아보게 하는 좋은영화배우들의 좋은연기는 덤~~
10,기을은 영화 '돌멩이' 네요 !!!상영 중반부터는 석구만 나와도 걍~눈물이ㅠㅠ마음 아파 가슴을 쓸어내리며 관람했습니다.긴여운이 남는 영화입니다~!!
10,진짜 휴지 꼭 챙겨가세요 ㅠ
9,지나칠 수 있는 일상의 편견에 대해 다시금 생각해볼 계기를 주는 영화였습니다. 연출과 시나리오의 디테일이 조금 아쉽긴 했습니다. 관객에게 메세지를 던져야 한다는 강박이 조금 있었던 느낌이었습니다. 김대명 배우의 연기...
10,"누구나 슬퍼할수 있는 감정을 쥐어 짜내는 감동이 아니라 자신을 돌아보며 '번민하는 슬픔'을 만들어준다. 나는 어떻게 대처할까, 나는 어떠했는가. 수십번 생각하게되고 머리아프게 울었다.이런 영화가 많아지..."
10,나는 온전히 한 사람을 믿을 수 있을까 생각해보게 됐어요 ㅠ 석구야 행복해....
9,순수하면서도 열정적인 <미생>의 김대리를 아직 기억하고 있기에 영화에 대한 기대보다는 김대명 배우 주연 영화라서 반가운 마음에 보러 갔다. 그의 연기는 앞으로 그가 보여줄 수많은 캐릭터에 대한 기대를 한층...
9,영화를 보고 나와서 여러가지 생각으로 마음이 복잡하네요~이영화는 다 마치고 일어나면서 부터 생각하는 그런 영화에요~나도 나의 편견과 상식의 틀을 깨지 못했던건 아닌지?내안의 여러명의 석구가 흐릿하게 스칩니다오랜만에 ...
10,장애라는 단어가 주는 편견을 깨기는 쉽지가 않죠. 먹먹하네요
10,김대명배우의 첫 주연작 연기에 비해 스토리가....하지만 많은 생각을 던져주는 영화
7,가슴에 돌멩이 하나가 얹힌 듯한 답답함엔딩씬에서 석구가 나에게 묻는 것 같다 나 믿어요?
10,정도의 차이는 있지만 우리 모두 겪어봤음직한 이야기다. 전혀 사실이 아닌데 자기 맘대로 결론내리고 아는 척 하는 사람들을 볼 때의 답답함을 잘 그렸다. 주제가 섬세하고 배우들의 연기가 좋아 몰입이 잘 됐다. 볼 만한...
10,돌멩이를 다양한 은유로 표현하고 있네요. 마지막 장면이 슬프네요. 굳!
9,결말자체는 볼일보다가 만것같지만 스토리자체는 감동적이고 좋음 은지야 아프지마할때 눈물쏟을뽄
9,삶을 살아가면서 한번이라도 편견없이 바라본 적이 있었을까..
10,안타깝습니다 정신장애인이 실수로 범죄자 낙인을 받고 비난받고 직장도 잃고 친구도 잃고...억울한 사람이 없기를 바랍니다
9,여운이있는 먹먹한영화
10,"아름다운 풍경과 잔잔하게 가슴을 적시는 따스함, 그리고 오는 먹먹함과 답답함. 여러가지를 생각하게 하네요."
10,너무 먹먹하다 영화끝나고도 생각나서 많이 울었다....ㅠㅠㅠ
8,티비에서 예고편보고 개봉일 기다리다봤어요김대명씨 연기 너무 잘봤구요해피엔딩을 기다렸는데아쉽게 끝나버려 정말 감동이 오려다 말았네요조금 아쉬운영화였습니다송윤아씨 오해도 풀고 은지라도 석구가 그러지않았다는걸 더 강력하게...
10,김대명 배우님 정말 연기를 잘 하시는거 같아요!! 영화가 되게 좋은거 같은데 마지막에는 너무 허무하게 끝난거 같아서 좀 슬펐습니다 그래도 정말 재밌게 잘 본거 같습니다.
10,"영화가 끝나고 5분이나 못일어나고 앉아있었어요. 영화를 보면서 눈시울이 붉어지는건 극중인물의 상황때문인지, 나 또한 어떤 편견에 서서 '다름'의 입장을 비관했던적이 있어서였는지 모르겠더라구요. 생각을 ..."
1,기분 드럽네 진실을 밝혀주고 기승전결을 맺어줘야지 그냥 허무하게 끝내버리는건 뭐냐? 씨발 약자들의 사회에서 제일 약한 한놈한테 죄를 씌워서 마녀사냥하고 약육강식의 잔인함을 보여주려는게 감독의 의도인가? 이런 ㅈ같은 ...
2,"정말 이런현실이 있다면 암담하다는 생각밖에 안들어서  평점을 좋게 줄수가 없네요..소장,, 은미라는 아이  둘다 한사람의 인생을 망가트리는 역할밖에 안되는.."
10,기대이상으로 너무 좋았어요
10,영화 보는 내내 마음이 무거운 영화입니다.누구의 정의와 신념이 옳은 것인지.... 결정 짓지 않은 열린 결말 또한 보는 이로 하여금 많은 부분을 생각하게 했던 것 같습니다.성인 배우들의 연기도 좋았지만 은지 역할을 ...
10,"오랜만에 만끽한 영화. 흔한 장애인의 애환 이나 성폭력에 관한 영화가 아니다. 많은것을 생각케 하는 작품. 신념, 진실, 믿음  ...."
10,노신부라고 하려면 안성기 외모는 돼야...김의성 배우는 돌멩이처럼 막굴려야되는 짬인데..ㅋㅋㅋㅋ
9,고레에다 히로가츠 영화를 좋아하는데 그 감독 영화 보면서 자주 울었거든요. 글너데 돌맹이 영화 보는데 그냥 눈물이 뚝뚝. 김대명씨 연기 너무 좋았어요 그리고 연출도 너무 좋아서 장면하나하나 그림같았어요. 가을에 강추...
10,저는 오늘 혼자서 극장에서 돌멩이 영화을 봤습니다. 보는동안 가슴이 멍하고 가슴아파습니다. 석구랑 은지가 너무 불쌍했습니다.꼭 현실에는 없기 바랍니다.
10,제가 이제까지 본 영화중 가장 눈물을 많이 흘렸던 영화 같네요ㅠㅠ 석구가 너무 마음아팠어요ㅠㅠㅠ
10,스릴러도 아닌데 지루할 틈이 없네. 석구가 또 보고싶다...
10,스토리도 재밌고 감동도있어요 연기력도 상당하구덤으로 시골풍경이 좋아요
10,슬프지만 아름다운 영화였습니다.잘보고 왔습니다.
10,한참을 울었네요 지금 본지 3일이 됐는데도 아직까지 이 영화를 생각하면 눈물이 나요... 김대명 배우님 연기 너무너무 잘하시고요... 결말을 보고 뭐지 싶으신 분들도 계시지만 저는 그게 핵심 포인트라고 생각해요 감독...
9,내용과 설정은  정말 마음에 들넜습니다ㅠㅠ 보다가 정말 많이 울었네요ㅠㅠ 근데 엔딩이 실짝 해피엔딩 이라고 하기엔 너무 슬프고 세드엔딩이라고 하기엔 어정쭝한 면이 있습니다 그래도 정말 재밌었습니다!!
10,"우리가 가진 편견의 수위가 얼마나 높은지 생각하게 됨. 그것은 중간에 수정할 수많은 기회를 아무렇지 않게 넘겨버리게 되는, 그러면서 본인은 최선으로 선을 추구한다고 생각하는 오전함을 좀체 놓지 못하는 모습"
9,사필귀정이 진리인 세상이 되길 바라며
9,해피엔딩으로 끝날줄 알았지만 친구들을 잃고 마을 사람들까지 뒤를 돌고 노신부는 끝까지 감싸주고 도와줬는데 결국 재판이 또 열려버리고 누명을 못벗은 석구하고 석구를 끝까지 지켜주려는 노신부의 애틋한 마음을 보니 너무 ...
9,"대사 하나하나 감정과 연기력 모두가 종합되어서 영화가 빛났다고 생각합니다. 고구마는 있지만 먹먹함도 그만큼 다가왔네요. 영상미, 스토리의 표현은 매우 좋았습니다."
10,장면 하나하나가 살아있다는 느낌
10,예고편만 보고 보다가 졸면 어쩌지라는 걱정하면서 보러 갔는데 걱정이 무색하게 배우들의 탄탄한 연기력에 몰입해서 시간 가는줄 모르고 잘 봤습니다.특히 김대명 배우님이 연기를 잘 하신거 같아요! 아역으로 나오는 배우님이...
10,대작인 것 같아요. 살면서 아픔을 겪어본 사람들 또는 최근 슬픔을 경험해 본 사람이라면 더더욱 몰입도가 깊을 것 같습니다. 중간중간 인물들의 디테일한 감정선 표현 또한 감명 깊었습니다. 감독님의 연출 정성이 대단해요...
10,아주 재미있게 봤습니다.
10,
10,마음이 오랜시간 아리고 먹먹했어요 ㅠㅠ
9,김대명님의 연기는 너무 좋았습니다.근데 저같은 일반인이 보기엔 너무 심오한 주제가 아닌가싶습니다...마지막엔 허무하다못해 제가 다억울하네요ㅜㅜ신부님을 안으며 던진 석구의 내 믿지요? 라는 대사는 오래기억될것같네요~
1,한국영화에 대표적 단점을 다 가지고있는 영화.질질끌고 뻔하게 물어보면 나올것들을 고구마처럼 가장 악조건으로 몰아가는..이영화보고 내 수명 10년 줄은것같음.볼거리라곤 명배우 김대명연기밖에는 없음.
4,송윤아 역할 보면서 잘알지도못하면서 개 오버하는 신념에 젖은 페미같은 느낌이 든다
10,석구를 위해 법정에 나선 인권변호사 캐릭터의 진심 어린 최종변론이 큰 울림과 감명을 준다. 우리 사회는 변호인의 말대로 지체장애인도 사람이고 우발적 성충동을 가진 존재임을 너무 등한히 여겨온게 아닐까... 야음의 정...
9,
10,
2,사람은 자기가 보고싶은것만보고 듣고싶은것만 듣나보다  석구를 제외한 모두가 살인자다 별 한개는 고구마 천개먹은 스토리라서
6,14살인 여자아이가 자기의 의견을 자세히 얘기도 못하는지 전기올리다가 그런거라고자기의 상황을 표현 못한다는게 스토리가 답답....양부와의 사건도 있을거 같은데....영화보면서 답답하고 씁쓸했다.
1,짝퉁 레옹이냐 다된 김대명에 전채은 재 뿌리기... 진짜 아역 어떻게 이게 300:1을 뚫은 연기란 말이냐... 보는 내내 전채은양 때문에 집중 1도 못함
4,결국 누명도 안 벗겨주고 그렇게 영화를 마무리하다니...  시종일관 고구마처럼 답답하기만 하다. 김대명의 명품 연기 빼고는 볼 게 없다.
6,"정황만 보면 은지가 개구리집 만지다가 감전되서 쓰러진거 같은데, 아니 왜 그 소장이라는 여자는 은지가 그린 그림, 은지의 석구에 대한 생각, 새아빠의 손 문신을 보고도 왜 고집이냐. 신부처럼 사람이 유하지 못해. 그..."
2,장애아의 순수성을 부각하기 위해서 무리수를 둔 영화... 참 기분 안좋아지는 영화
10,7번방의 선물이 생각나는 영화네요. 보는 시각에 따라 느끼는 감정도 다른듯 하네요
10,
10,
10,
10,
1,어쩌다 넷플렉스로 본 영화평점이 기가막히군!! 장애인하나 엿먹이는 영화사건의내용을 파악하는 장면하나도 없고정신이상한척하는 소녀는 누가봐도 멀쩡한데정작 누가 가해자인지 뻔한 의붓아빠내용은 일도없고 14살이라도 지가 왜...
6,감동지수가 아니고 빡침지수겠지..송윤아랑 그 여자애 정말 빡치게 만드네
6,소녀가쓰러져있다고 성폭행의도 ? 그리고 그모든정황을 성폭행 의도로 몬다? 우리사회가 이정도로 어거지로 돌아가고 있나요?  내가 아는 여자는  두어달에 한번씩 픽픽 쓰러집니다 잘생긴 남자앞에서만
7,스토리를 이해할 수 없다... 고구마 전개에 어중간한 결말까지... 열린 결말이라고 맺기에는 아쉽고 부족한 내용. 하지만 전달하고자 하는 메시지가 무엇인지 확실히 알 수 있었다. 김대명님 연기 너무 좋고 몸이 불편하...
10,
10,극장에서 GV 포함 세 번 봤습니다. 구구절절 설명하지 않는 연출과 편집이 좋았습니다. 세상에 얼마나 많은 편견에 진실이 가려질까 생각하며 많이 울었습니다. 이 가을에 어울리는 영화로 강추!!!
1,결말이 존나 빡치네장애인은 누명을 평생 못 벗긴다 이 말인가요? 진심 끝까지 기대했는데 감동도 하나도 없고 보지 마세요 장애인이 누명을 썻는데 못 벗고 자살해서 죽는 게 끝 진심 빡치네
2,"고등학교 학예회 수준의 빈약한 스토리와 억지스럽고 의미없는 장면의 연출, 이런 수준의 영화가 평점 9점이 넘는것을 보면 이성은 개나 줘버리고 감성팔이가 먹히는 대한민국 국민들 수준을 엿볼 수 있음.  이성은 개나 줘..."
2,정말 참을 수 없는 전개에 마무리까지평점 높아서 참고 끝까지 봤다가 스트레스만 쌓였네요
1,스토리 전개가 너무 억지입니다갑자기 전기 만지고 쓰러지더니 강간범으로 몰립니다. 기억상실이 온거도 아닌데 왜 강간 당한게 아니라고 말을 안하는거죠? 끝까지 오해가 풀린것도 아니고 전형적인 한국형 답답한 영화사회적 약...
4,예슐작품을 빌미로 마무리가 얘매한 영화는 이제 지겹다 정확히 이해해도 호불호가 갈릴판인데  이해도 안가고 의미도 모르겠고 시간만 소비했다는 느낌 ! 배우들의 연기력를 보려는 것도아니고 한국인이 한국영화를 보면서도 난...
10,"이영화의 주인공은 정해져있다 김대명씨 당신은 연기 천재에요,"
2,건빵 100개 물없이 먹은 느낌 ㅡㅡ
10,결국 선생이라는 인간이 한사람인생  조져놧네
6,배우들의 연기력이 뛰어나서 영화가 더욱 잔인하게 다가왔다.
8,여자아이 너무이쁘다 잘봤어요
10,송밴님 연기 짱짱 먹어! 진짜 연기 넘넘 잘하자너...
10,
10,"몸은 30세이지만 정신은 8살인 석구, 부모님 혹은 자신을 온전히 믿어주는 보호자가 한명도 없는 그 어린 아이가, 친구들마저 모두 잃었을 때,,, 얼마나 외로웠을까요... 얼마나 슬프고 괴로웠을까요...  영화를 보..."
10,이건 뭐... 무슨 감상평을 남겨야 할지 모르겠습니다..
8,
10,어제 영화를 보고 왔는데 연기가 너무 실감나고 몰입감이있어서 아직도 제가 석구동네에 사는 기분이네요... 정말 인상깊게 봤어요 왜 관람객이 낮은지 모르겠는 완벽한 영화ㅠㅠ
10,
