score,review
5,"B형이라 봤는데..그냥 그저그랬다, 평점은 너무 낮네."
5,콩닥콩닥 두배우들은 사랑을 키우고~~
2,좋은 소재를 상황과 대사가 완전히 억지로...보기가 역겨워 힘들었네요.
7,나름대로 웃겼다 다른 저질코미디보단 낫다
3,왜 만들었니?
6,티비에서 해줄때 봤는데 걍 볼만하든뎅-_-;
3,려원이 나왔었나? 아무것도 기억안나는 영화
2,억지 드라마 보느라 수고했다..
5,그냥 월화드라마 수준...
2,헐 난 이런영화가 시러...느낌이 없자나 전혀
6,뭐...딱히 할말이없는 영화다...최악은 아니었다
7,사촌언니랑 가서 봤는데 뭐 그냥 그런대로 볼만했음 ㅋ
2,피를 다 뽑고 싶다 정말
1,영화관에서 봤는데 내용이 하나도 기억안나..
3,본인들한테는 정말 잊을 수 없는 영화겠지..
7,둘의 케릭터가 너무 이뻣음. 그냥 재밋게 본 영화.
6,6점이면 족해
6,볼만햇음
10,와 진짜들어맞네.b남이랑 맨날적반하장에 이벤트로 화해하는거 ㅋㅋㅋ
2,재미는 잇는데 혈액형은 왜? 슈렉아
1,장난하냐
6,알바하지말자 총평점 상관말고 느낀대로만 올리자
10,재밌네요^^근데 평점이 왤케 낮담??
4,이런 영화 이젠 좀 안나왔으면 한다; 제작자들도 보면서 민망했을거다
9,이거 평 왜케 낮지ㅡㅡ?영화는 영화일뿐...
10,짱
5,혈액형 이야긴 짜증나지만.. 나름대로 알콩달콩 잼나는 코미디물...
10,볼만했는데?ㅋ 배우들도맞곸. 1점주신분들 이해가않간다.ㅋ
1,B형남자 왜 깍구 난리야 ㅅㅂ
1,혈액형 가지고 장난할레??
7,영화는 기억안나는데 이동건 캐릭터는 괜찮았던 기억.
10,별기대안했는데 재밌어서 몇번봤음
3,진짜 재미없었다 ㅡㅡ..영화가 너무 부실한 듯 하다.
7,가볍게 보기 좋은 영화
2,B형을 무시하니?
3,ㅎㅎ 순수한 눈으로 보자면 알콩달콩 사랑이야기 ^^
3,작품성1오락성3만족도4
8,"그럭저럭,,ㅋB형남자 이렇지 않는데=_="
5,말 그대로 유치하네!
6,나름 괜찮게봤는데.. ㅋ
7,그냥 그랬다.....
1,혈액형놀이 잼있나?
2,제작비가 남아돌아?
6,그럭저럭 재밌게 봤3
1,전혀 안맞는구만
8,난 에이형 여~ 그지같을 줄 알았는데 생각보다 잼있었다 기대이상.
4,시간이 아깝다......
6,B형이라서 보긴 봤는데..
2,우리나라는 혈액형으로 정치해도 먹힌다
10,"(전A형여자)진짜재밌었어요,이건그냥영화일뿐,B형분들흥분마세요,찔리삼?"
6,시청률 15% 내외의 드라마정도??
2,2점과 3점 사이에서 고민하다 결국 2점준다. 뭐하자는건지 쯧쯧
6,영화관은 화면도크고 몰입이잘되서그런지..걍볼만했는데;ㅋ
5,"멋진 이동건, 귀여운 한지혜;; 영화가 CF는 아니잖아??"
3,b형이니까 후하게 준다 ㅋ
10,난 나름대로재밌던데 이렇게낮다니..ㅠㅠ
5,전국에 b형남자들은나쁜놈만들어놓고이동건만멋있어지는ㅎ
7,재밌어 왜그래다들...ㅠㅠ
4,웃기려다가 도중에 포기해버리는 영화
9,재밌다~!!!!
1,최악.
8,나도 B형인데;; 나름 재밌게 봤다. 그냥 점수 좀 주자~ㅋㅋ
1,영화를 떠나서 혈액형에 대한 오해를 키우는건 위험하다
10,나는 재밌게 봤다. 데이트 무비로서 이만한 것 없어ㅋㅋ
1,라뽁기에 고추장이 빠진느낌
4,이영화 결말 생각나시는분 ???
1,참을수 있다면 빌려봐라..술생각 마니 날꺼다
5,돈주고 본건 증말 아깝지만 가볍게 볼 수 있는 영화
1,혈액형 관련 영화는 이 영화로 막을 내렸으면 좋겠다
1,혈액형 이딴거 아직도 믿냐??? (난 참고로 A형)
1,유치하다
1,김현정 노래로 관객모은 음식물쓰레기 영화 이건 돈받고 봐야함
5,"1점 평이 많은데도, 5점에 근접하네^^"
1,이런 영화는 싫어요. ㅠㅜ
1,이걸 어째.....
1,비형에 관한 편견과 오해를 불러오기 충분 하내요 ㅡㅡ;;
8,꽤 잼있게 봤는데
2,이런걸 영화라고...........
10,평왜이렇게드럽지?난재밌었는데.
9,재밋네요
1,B라는 사람을 형으로 둔 남자친구의 이야기 ㄳ
2,"소재 좋고,여배우의발견이고,시나리오좋으면뭘해.감독이 꽝인데"
7,너무해..
1,이딴걸로 영화를 왜 만드니
1,어이없네~
10,난 되게 재밌게봤는데 비형남자 매력쟁이!
4,기대 이하
5,난 A형이싫던데
1,조낸싼다
2,B형 관객만 건지면 성공?
5,B형으로서 어느정도 공감하지만 그래도 비추영화.
1,이게 영화냐
1,아진짜 이딴 개찌질이 영화 만들지 마라..
1,욕하고 싶어
5,한지혜 이쁘게 나왔지만 한국 혈액형따지기의 극치를 보여주는
1,훌륭하다 꼭 바라
1,훌륭한 영화였다 .
1,혈액형형차별하는. 상영금지영화................
2,B형남자를 난감하게 만드는 영화
1,이동건이 버스를 못타는데 한지혜땜에 탄게 주제?
1,쓰레기...귀없니를 업은 영화
10,도대체 이해할수 없는 쓰레기 영화~!
8,나름 볼만했다라는
1,내 이~~! 지금 제니주노 1점주고나니깐 이게 생각나서 왔따
5,나 비형인데 안저런다.
6,음..그냥 괜찮게 본것같다..재미는 있었다
6,좀 볼만했다가 갈수록 지루해지는...
1,이걸 돈주고 본거..울고싶다....
2,뭔가 b형에 대해 말하고 싶은거야?
6,난 재밋게 밧는데 왜이러지....ㅋㅋㅋ
5,자.그래서 영화의 주제는?
1,1점짜리인거 알지 ?
3,이런 영화 즐~
1,아 짜증나 진짜 짜증나
4,박용우가 봤으면 조낸 혼내줬겠다. 우생학적 관점에서.
4,B형을 쓰레기로 만들던데; 끝에만 뭐~
6,혈액형 이야기까진 공감 그외엔 별로
1,이런 영화 만들면서 스크린 쿼터를 외치지 마라-_-
5,역시 영화사의 상술은 대단해!
3,한심하다
1,1점이아깝기는 처음
10,딱 시간 떼우기용 영화로는 괜찮다.
4,내가 혈액형이 싫은건 달콤살벌한 연인의 용우횽이 말한다
10,평점왜이래..와진짜이거캐공감영화네너무캐공감이고영화도재밌네
8,"심심할때보면좋음평점믿지마셈,유쾌한영화"
9,평점 왜이렇게 낮지?? 전 잼있게 봤어요~ ^^
2,지루해..
10,헐 난 재미있게 봣는데 .영화안보신분들 평점믿지마세요
6,심심할때 봐서 나쁘진 않던데;;;
4,쪼끔 재밌다
6,난 A형 남자가 좋다.
9,이상하네 난 재밌던데..내용이 현실적이라 친구얘기같다..
1,한마디로 OOO
1,갖다버려
2,혈액형에 대한 고정관념만 심어주네
4,신드롬을 타고 만들어진 일회성 영화
5,김빠진 콜라맛 가태.
3,보다가자버렸다.
1,"영화 끝날 때, 이게 다냐 싶은 영화"
6,높은점수는 못주지만 재밌고 감동적임
1,이게 영화냐?
6,조금 스토리가 유치했지만 나른한날 웃기좋은영화
1,할말안나오는 영화
6,B 형 이 아 니 라 서 다 행 이 다 . ^ - ^ *
10,볼만하내요..;'
4,다운용!! 한지혜땜에 그나마 ;;
5,꽝이지만..동건쒸땜에 좀더 인심을..
1,동건오빠 수고하셧어요-_-..
3,베스트극장용이다....한마디로 제작사는 이걸 왜 만들었는데?
1,잊지않겠다
6,화제에 기댄 ...
1,"재수없는 영화  극장가서봤다,,,,"
8,볼만 하던데 배우들 연기도 좋고.
1,한마디로 쓰레기. 연기도 못하고 억지로 끼워맞춘 스토리
8,재밌던데;; 앞으로는 평점 무시하고 봐야겠네;; 헐;;
10,내가 비형 이다 보니 동건이랑 통해서 볼만하더라~
1,"2005년2월쯤에봤었는데, 집에서봐도시간이아까운영화."
2,재미없어 죽는줄 알았다 -_-
4,억지스럽진 않지만 공감되는 부분있음
1,0 점좀 만들어주세여
7,소재가 독특해서 재미있음
3,혈액형을 가지고 판다을 하다니..너무 억지스러운 ..
4,아주 나쁘지는 않고 극장에서 보기는 아깝고 그냥 적당적당
1,혈액형 성격론이라는 사이비과학의 폐해를 극명히 보여주는 재앙
10,재밋단 말양... 난 재밋게 봣는뎅..-_-;;ㅋ
1,조낸 -_- 장난하는거냐?ㅜ
3,솔직히 심심풀이로도 못 보겠다.
3,"내용전개가 뚜렷함.. 그렇다고 그렇게 감동, 웃음을 주지도 않고"
2,"정말 별로, 재미없음"
4,약간의지루함. 그저그런...좀 심심한 영화.
6,평범한 영화
8,그냥 심심풀이로 볼만하네...
10,많은 점수 보다는 무겁지 않게 볼수 있는 영화다
4,그럭저럭. 점수를 매기자면 중하위권. 영화관에서 본 슬픔
1,이것도.... 영화관에서 괜히 봤다 말아톤이나 볼껄
3,상업성을 겨냥한 유치한 영화.
1,야유~~
4,난 A형 왕소심이다..
4,유치찬란 상업영화.
5,"유치하다,, 그냥 순정만화 보는애들이나 볼만한,,"
9,난 재밌었는데~
5,이기적인 인간성을 각인시킨것은 좋았다.
1,쓰레기..
5,B형에 대해 잘 알 수 있게해준 영화.
7,뭐야 ... 난 재미있는데 B형이라서 그런가?-_-;;
1,장난?
5,혈액형별 특징을 알려줘서 재미있었다!조금;
6,재미없다는게 사실이였군-_-
4,엽기적인 그녀 남자편..
1,머냐 쓰레기
8,내가 B형이라 공감대가 형성 ㅡㅡㅋ
5,혈액형 신드롬 짜증난다.. 신이는 웃기다
8,난 여자주인공이 갠찬으면 이런영화도 좋더라-_-; ㅋㅋㅋㅋㅋㅋ
7,너무 악평을 들어서 그런가...나름대로 웃겼다.
4,이런.........
6,혈액형에 너무 치중한 영화
3,비형도 안그런 사람 많은데~
4,쩝 ;; 그러저럭...........
8,내가b형이라 걍!!
8,그냥 무난하게
1,B형같고 되게 안좋게 말하시네  나 B형인데 B인간B양심 재밌어?
5,이것도 영화라고...-ㅅ-
10,보고나면 연애하고 싶어지는 영화... 난 괜찮았는데
2,신이의 능청스런 사투리연기최고였음 나머진 진짜 거의 최악영화
2,의도는 좋앗으나 별루 엿다..
2,아무리봐도 유행묻어가려는 때묻은 상업영화의 냄새가 난다
10,혈액형돌풍을 몰고 온 영화~ 재미있게 봤다.ㅋㅋ
7,"한지혜가 넘 이뻐서 그나마 높게줌,,"
10,방금티비에서봤는데 재밌기만 하더만 왜재미없다그러세요?-_-
10,재밌어요 왜 재미 없다는지 모르겠네 ㅎㅎ
1,위대한 B형을 이런 영화로 욕 되게 하지마라. B형 안 저렇다.
1,5손가락안에 듬 재미 없은 걸로
1,내가 본 젤 재미없는 영화
8,재미로보면 볼만하던데 ㅎㅎ
2,존내 지루하다 ㅠ.ㅠ
6,엉성한 영화
7,한지혜 너무 귀여워서 7점. 그이상은...--;;
5,흠.......
5,뻔한 스토리 하지만 동건이 얼굴에 침 죌죌~
6,사람을 혈액형 하나로 판단하면 안돼지^^
4,식상하다.............
5,이거뭐야 ㅡ_ㅡ..혈액형이뭔상관이여
3,이동건 한지혜보려고 그냥 봤던 영화 돈아까웠음
5,난 조금 볼만하던데..;
8,난 재밌던데;; 역시 영화는 취향인가...;;
1,진짜내가왠만하면 평점10점주는데 이거보다껏다
2,20분짜리 시트콤만도 못하군
3,재미가 없어 재미가~ 할말이 없으면 런닝타임이라도 줄이든가~
3,당췌 멀 봤는지 기억도 없다
5,광고 때문에 재밌는 줄 알았다재미도 별로고 한마디로 돈 날렸다
9,재밌던데 .. -_-
10,이상하다
1,한지혜 너 정말...............
1,한지혜 오버때문에 점수 다 깍아먹었다
10,ㅋㅋ 이상한것 같다 ㅋㅋㅋ
1,과연 한지혜의 스타성이란..?  최악..  너무 오바다..
2,이런 써글
2,그래도 참고 볼려고했어요 ㅠㅠ
2,B형의 죄는 없다.
1,아 쪽팔려...
1,옛날에 극장에서 봤는데 돈아깝더라.. 내용이 뭔지..
4,그다지..ㅡㅡ
1,개봉때 애들한테 이거보자고한게 내인생에서 가장 후회스럽다
1,이걸 내가 왜돈주고봣지]
1,..제목부터 뭔가 그랬는데 역시나 젠장...
3,에혀..
1,예고편과 다를게 없다
1,창피하다.
10,zz
1,무슨 사람을 혈핵형보고 판단하는지.. 맘에 안드는 영화
4,뭐..아무생각없이보기엔좋지..ㅋ
1,TV로 봤는데 본 시간이 아깝네여--
8,볼만했다
1,선전은 그럴듯 했었는데.... 최악이다 ㄱ-
2,괜찮아 내사랑싸가지가있어..
1,아 뭐야~(탁재훈)
3,로맨스 영화보면서 잔거는 처음이다...;;
1,제일앞줄에서 봤는데 아이고
1,정말돈주고영화본게아까운영화 이게영화냐?
1,필름이 아까워
4,내사랑 4가지보단 쫌 낫더라..
5,이거 보면 B형이 불쌍함...
1,B형에 대한 심리묘사?? 풋 그냥 한인간의 성격이닌가?ㅎ
8,보기엔그냥유쾌하나시나리오는별거없음
10,평점이 왜이리 낮지? 잼있는데
7,한지예 미니스커트가 예뻐서 7점준다...
10,함부로말하지마삼↓B형이라 더더욱 동감하고 정말 멋진+_+..
1,대충보다 말았다.. 이게 영화냐?
10,재밌었어요.. ^^ 이동건 넘 멋있음..
7,"마지막은 도대체 뭔지..그래도한지혜덕분에7점,,ㅡ"
9,깔끔하면서 괜찮음...
3,"개콘 봉숭아학당에 나오는 제니퍼,이한구 같은 영화"
1,결국 인간은 사회적 동물인 것...
8,난 재밌게 봤는데..;;
7,그런대로 볼만해요^^
1,갈수록유치해진다한지혜연기별로이동건발광의끝은?
2,이걸 영화라고 만들었단 말인가?짜증난다...
3,혈액형에 목메는 단순함의 극치..
1,단편드라마 급도 아니고 반전없는 반전드라마급???
6,별로-_-예고편에서 재밌는건 다 보여줘서 막상보러가면 볼게없는
3,단편드라마로 만드는게 나을 듯....
10,보면 볼수록 빠져드는 영화 ^^
4,감독..B형 싫어하나??남는게 없나나...
9,재미있던데~ㅡㅡ^
1,의도불분명 결론없음
1,도대체 무슨의도로 만든영화인지 원~
4,한지혜만 예뻤음.
1,"스토리 꽝 연기는 더 꽝,,ㅠㅜ 영화가 아니라 연극이라도 못봐줌"
1,이게 뭐야? 재미 하나도 없고 도대체 이상하다
6,이동건이~~ 마이 떳네!!
1,이런영화를돈받고보여주고싶을까?..돈아까움..쓰레기..
1,왜 0점은 없는걸까?? 쓰레기다 이러 글 쓰는 작가도 감독도
10,재미있었다 ~~
8,"좀 바보같긴하지만,, 약간 웃기면서,, 볼만하긴하다.."
1,시간이 아깝다
